id,nama_obat,text
61,Nellco Special PE Anak-anak,"
Nama Obat: Nellco Special PE Anak-anak

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
sehari 3 x 10 ml

Efek Samping:
Mengantuk | gangguan pencernaan | insomnia | gelisah | eksitasi | tremor | takikardi | aritmia | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Succus Liquiritiae | Phenylephrine HCI | Chlorphenamine Maleate | Ammonium Chloride | Paracetamol

Harga:
22000

Aturan Pemakaian:
Kocok Dahulu Sebelum Dipakai

Jangka Waktu Penggunaan:
pada penggunaan jangka panjang, dapat meningkatkan resiko kerusakan ginjal termasuk gagal ginjal akut
"
62,OBH Combi Anak Batuk + Flu,"
Nama Obat: OBH Combi Anak Batuk + Flu

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meredakan batuk yang disertai gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin

Dosis:
sehari 3 x 5 ml | sehari 3 x 10 ml

Efek Samping:
Mengantuk | gangguan pencernaan | insomnia | gelisah | eksitasi | tremor | takikardia | aritmia | mulut kering | palpitasi | retensi urine | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
succus Liquiritiae | Paracetamol | Ammonium Chloride | Pseudoephedrine HCL | Chlorpheniramine Maleate

Harga:
18000

Aturan Pemakaian:
dikonsumsi sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
63,Hufagripp Flu Batuk,"
Nama Obat: Hufagripp Flu Batuk

Kategori Penyakit:
batuk dan flu

Indikasi:
Meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat, dan bersin-bersin yang disertai batuk berdahak

Dosis:
3 x sehari 2 sendok takar (10 ml) | 3 x sehari 2 sendok takar (5 ml)

Efek Samping:
Mengantuk | gangguan pencernaan | gelisah | insomnia | eksitasi | tremor | takikardi | aritmia ventrikel | mulut kering | palpitasi dan sulit berkemih | Pemakaian dosis berlebih dan jangka panjang dapat menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin | Penderita dengan gangguan fungsi hati yang berat

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan resiko hipertensi

Komposisi:
Paracetamol | Pseudoephedrine HCI | Chlorphenamine Maleate | Guaifenesin

Harga:
24000

Aturan Pemakaian:
dikonsumsi sesudah makan

Jangka Waktu Penggunaan:
konsumsi dalam jangka panjang akan berpengaruh ke tubuh
"
64,Coparcetin,"
Nama Obat: Coparcetin

Kategori Penyakit:
batuk dan flu

Indikasi:
Meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk berdahak

Dosis:
3 x sehari 2 sendok takar 10 ml | 3 x sehari 1 sendok takar 5 ml

Efek Samping:
Mengantuk | gangguan pencernaan | gelisah | insomnia | eksitasi | tremor | takikardi | aritmiaventrikel | mulut kering | palpitasi | dan sulit berkemih | Pemakaian dosis berlebih dan jangka panjang dapat menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin | Penderita dengan gangguan fungsi hati yang berat

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan resiko hipertensi

Komposisi:
Paracetamol | Guaifenesin | Pseudoephedrine HCI | Chlorphenamine Maleate | Ethanol | Povidon K-30 | Methylparaben | Sucrose | Saccharin Sodium | Sodium Cyclamate | Sucralose | Citric Acid Anhydrate | Sodium Citrate Dihidrate | Sodium Chloride | Ponceau 4R | Framboise Essence | Strawberry Essence | Ethyl Maitol | Alcohol 96 % | Propylene Glycol | Glycerol | Sorbitol Solution 70 | Purified Water

Harga:
9500

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
65,Bronchitin Expectorant,"
Nama Obat: Bronchitin Expectorant

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk sementara meredakan gejala demam, hidung tersumbat, dan batuk berdahak

Dosis:
5 ml tiap 6-8 jam, maksimal 4 dosis dalam 24 jam

Efek Samping:
Mengantuk | jantung berdebar | mulut kering | Mual | muntah | nyeri kepala | gatal-gatal di kulit | Penggunaan paracetamol dosis besar dan jangka panjang dapat menyebabkan kerusakan hati

Kontraindikasi:
Penderita yang terlalu sensitif terhadap komponen obat | Pada penderita dengan gangguan fungsi hati dan penyakit hati yang aktif

Interaksi Obat:
Paracetamol dosis tinggi dapat memperkuat efek obat warfarin | Penggunaan bersamaan dengan obat antikejang atau obat antituberkulosis isoniazid jangka panjang dapat meningkatkan risiko kerusakan hati | Obat penghambat MAO seperti antidepresi dan anti-Parkinson memperkuat efek phenylephrine Obat golongan alfa-bloker dan beta-bloker dapat efek phenylephrine | Penggunaan guaifenesin bersamaan dengan antibiotika amoksisilin, sefuroksim dan doksisiklin akan meningkatkan kadar antibiotik dalam darah

Komposisi:
Paracetamol | Guaifenesin | Phenylephrine

Harga:
7500

Aturan Pemakaian:
Sesudah makan. Kocok dahulu sebelum diminum

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
66,Bodrexin Flu Batuk Tidak Berdahak DPH,"
Nama Obat: Bodrexin Flu Batuk Tidak Berdahak DPH

Kategori Penyakit:
batuk dan flu

Indikasi:
Meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk tidak berdahak

Dosis:
Sesuai petunjuk dokter | 3 kali sehari 2 sendok takar

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin | Penderita dengan gangguan fungsi hati yang berat

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylephrine HCI | Diphenhydramine HCI | Chlorphenamine Maleate

Harga:
14000

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
bisa menyebabkan adanya kerusakan fungsi hati dan reaksi hipersensitivitas
"
67,Bodrexin Flu Batuk PE,"
Nama Obat: Bodrexin Flu Batuk PE

Kategori Penyakit:
batuk dan flu

Indikasi:
Meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk berdahak

Dosis:
sesuai petunjuk dokter | 3 x sehari 2 sendok takar

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | mulut kering | palpitasi | retensi urin | vertigo | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati | Gangguan sistem kekebalan tubuh jarang | reaksi anafilaksis termasuk syok anafilaksis | angioedema dan pruritus | Gangguan kulit dan bawah kulit jarang | ruam | urtikaria belum ada data | reaksi kulit serius eritema multiforme | sindroma Stevens-Johnsonnekrolisis epiderma toksis dan pustulosis exanthema akul

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin | Penderita dengan gangguan fungsi hati yang berat

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylephrine HCI | Guaifenesin | Bromhexine HCI | Chlorphenamine Maleate

Harga:
14000

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
bisa menyebabkan adanya kerusakan fungsi hati dan reaksi hipersensitivitas
"
68,Anakonidin OBH,"
Nama Obat: Anakonidin OBH

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meredakan batuk dan gejala flu seperti demam, sakit kepala, hidung tersumbat serta bersin-bersin

Dosis:
3 kali sehari 1 sendok takar 5 ml | 3 kali sehari 2 sendok takar 10 ml

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardi | aritmia | mulut kering palpinas retens un pencernaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Penderita dengan gangguan fungsi hati yang berat | gangguan jantung dan diabetes mellitus Penderita yang hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Succus Liquiritiae | Ammonium Chloride | Pseudoephedrine HCI | Chlorphenamine Maleate

Harga:
9000 | 14500

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
dapat meningkatkan resiko kerusakan ginjal termasuk gagal ginjal akut
"
69,Anacetine,"
Nama Obat: Anacetine

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan demam, sakit kepala, dan bersin-bersin yang disertai batuk

Dosis:
3x sehari 1 sendok takar 5 ml | 3x sehari 2 sendok takar 10 ml

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardi | aritmia | mulut kering | palpitasi | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Penderita dengan gangguan fungsi hati | Penderita yang hipersensitif terhadap komponen obat ini

Interaksi Obat:
Paracetamol dapat berinteraksi dengan antikoagulan oral dan antidiuretik hormon | Chlorphenamine dapat menghalangi metabolisme fenitoin

Komposisi:
Paracetamol | Guaifenesin | Chlorphenamine Maleate

Harga:
10500

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
70,Triaminic Batuk dan Pilek,"
Nama Obat: Triaminic Batuk dan Pilek

Kategori Penyakit:
batuk dan pilek

Indikasi:
Meredakan batuk tidak berdahak dan melegakan hidung tersumbat karena pilek

Dosis:
atas petunjuk dokter | 1 sendok takar 5 ml 3x sehari | 2 sendok takar 10 ml 3x sehari

Efek Samping:
efek_samping yang mungkin terjadi selama penggunaan Triaminic Batuk Pilek antara lain mual | muntah | mulit kering dan pusing

Kontraindikasi:
Pasien yang memiliki riwayat hipersensitif terhadap salah satu komposisi dari Triaminic Batuk Pilek

Interaksi Obat:
Obat batuk dan pilek Triaminic sebaiknya tidak digunakan bersamaan dengan | Obat golongan simpatomimetik | Obat antidepresan, terutama golongan SSP | Zat anestesi berhalogenasi

Komposisi:
Dextromethorphan HBr | Pseudoephedrine HCI

Harga:
84500

Aturan Pemakaian:
Dikonsumsi sebelum atau sesudah makan

Jangka Waktu Penggunaan:
Tidak semua orang boleh menggunakan obat ini dalam jangka waktu lama
"
71,Hufagripp Batuk Pilek,"
Nama Obat: Hufagripp Batuk Pilek

Kategori Penyakit:
batuk dan pilek

Indikasi:
Untuk meringankan batuk tidak berdahak dan pilek

Dosis:
3 x sehari 2 sendok takar | 3x sehari 1 sendok takar | 3 x sehari sendok takar | menurut petunjuk dokter

Efek Samping:
Mengantuk | sakit kepala | insomnia | eksitasi | takikardia | aritmia | tremor | palpitasi | mulut kering | sedasi | retensi urine | gangguan saluran pencernaan | gangguan psikomotor

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes melitus

Interaksi Obat:
Penggunaan bersamaan dengan obat anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi | Antasida dapat meningkatkan efek Pseudoephedrin HCI | Penggunaan bersamaan dengan alkohol, depresan SSP, anti kolinergik dapat mengakibatkan mengantuk, pusing, hilang koordinasi otot dan kewaspadaan mental

Komposisi:


Harga:
20500

Aturan Pemakaian:
dikonsumsi sesudah makan

Jangka Waktu Penggunaan:
konsumsi dalam jangka panjang akan berpengaruh ke tubuh
"
72,Anakonidin,"
Nama Obat: Anakonidin

Kategori Penyakit:
batuk dan pilek

Indikasi:
Untuk meringankan batuk dan pilek

Dosis:
3 x sehari 2 sendok takar 5 ml | 3 x sehari 2 sendok takar 10 ml

Efek Samping:
Mengantuk | gangguan pencernaan | sakit kepala | insomnia | eksitasi | tremor | takikardi | aritmia | mulut kering | palpitasi | sulit berkemih

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita yang hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Dextromethorphan HBr | Guaifenesin | Pseudoephedrine HCI | Chlorphenamine Maleate

Harga:
9000 | 14000

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
pada penggunaan jangka panjang, dapat meningkatkan resiko kerusakan ginjal termasuk gagal ginjal akut
"
73,Decolgen Kids Flu,"
Nama Obat: Decolgen Kids Flu

Kategori Penyakit:
flu

Indikasi:
Untuk meringankan gejala flu seperti demam, sakit kepala, bersin-bersin dan hidung tersumbat

Dosis:
10 mL 2 sendok takar, 3 kali sehari | 20 mL 4 sendok takar, 3 kali sehari

Efek Samping:
Mengantuk | gangguan pencernaan | insomnia | gelisah | eksitasi | tremor | takikardia | aritmia | ventrikel | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin | Penderita dengan gangguan fungsi hati yang berat

Interaksi Obat:
Penggunaan bersamaan dengan obat antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:


Harga:
13000

Aturan Pemakaian:
sebelum atau sesudah makan

Jangka Waktu Penggunaan:
sebaiknya Anda tidak mengonsumsi obat jangka panjang untuk mengatasi gejala agar terhindar dari risiko bahaya pada tubuh
"
74,Triaminic Pilek,"
Nama Obat: Triaminic Pilek

Kategori Penyakit:
pilek

Indikasi:
Meringankan bersin-bersin dan Melegakan hidung tersumbat karena pilek

Dosis:
12 Sendok takar 2,5 ml 3 x Sehari | 1 Sendok takar 5 ml 3 x Sehari | 2 Sendok takar 10 ml 3 x Sehari

Efek Samping:
Chlorphenamine maleate dapat menyebabkan kantuk dan mulut kering | Pseudoephedrine HCl dapat menyebabkan perasaan mabuk gamang | nyeri kepala | mual | muntah | berkeringat | haus | takikardia | nyeri prekordial | palpitasi | kesulitan berkemih | kelemahan otot dan tremor | kecemasan | kegelisahan | insomnia kesulitan tidur | hipertensi | mulut kering | midriasis pembesaran pupil dan permasalahan lambung | Aritmia ventrikular dapat terjadi | Pada pasien-pasien dengan pembesaran prostat dapat menyebabkan kesulitan berkemih

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita hipersensitif terhadap komponen obat ini | Penderita gangguan jantung dan diabetes mellitus

Interaksi Obat:
Penggunaan bersamaan dengan inhibitor penghambat monoamin oksidase di kontra-indikasikan | Penggunaan bersamaan dapat memperpanjang dan meningkatkan efek-efek Pseudoephedrine HCI pada perangsangan jantung dan vasopresor, yang berakibat pada krisis hipertensi danatau krisis hiperpireksia. Interaksi ini masih mungkin berlanjut sampai 2 minggu setelah penggunaan inhibitor penghambat MAO | Pseudoephedrine HCl dapat mengurangi efek beberapa zat obat antihipertensi guanetidin dan turunannya | Pseudoephedrine HCI dapat berinteraksi dengan obat-obat anestesi berhalogen | Efek pengobatan yang bekerja sentral simpatomimetika, antidepresi dapat ditingkatkan oleh Pseudoephedrine HCI atau Chlorphenamine maleate

Komposisi:


Harga:
83500

Aturan Pemakaian:
sebelum atau sesudah makan

Jangka Waktu Penggunaan:
Tidak semua orang boleh menggunakan obat ini dalam jangka waktu lama
"
75,Rhinos Junior,"
Nama Obat: Rhinos Junior

Kategori Penyakit:
pilek

Indikasi:
Meringankan bersin-bersin dan hidung tersumbat karena pilek

Dosis:
10 ml, tiga kali sehari | 5 ml, tiga kali sehari | 2,5 ml, tiga kali sehari | atas petunjuk dokter

Efek Samping:
Insomnia | Sakit kepala | Gemetar | Takikardia detak jantung melebihi 100 kali per menit | Aritmia gangguan irama jantung | Jantung berdebar | Kesulitan buang air kecil

Kontraindikasi:
Hindari penggunaan Rhinos Junior pada pasien - Pasien yang peka terhadap obat simpatomimetik lain misalnya efedrin, fenilpropanolamin, fenilefrin, penderita hipertensi berat | Pasien yang mendapat terapi obat antidepresan tipe penghambat MAO | Hipertensi berat atau dengan potensi untuk mengembangkan hipertensi atau stroke

Interaksi Obat:
Hindari penggunaan bersamaan dengan obat antidepresan golongan MAOI dapat menyebabkan hipertensi | Informasikan pada dokter jika sedang mengonsumsi suplemen, obat lain atau produk herbal

Komposisi:
Pseudoephedrine HCl | Chlorphenamine maleate

Harga:
64500

Aturan Pemakaian:
dapat diberikan bersama atau tanpa makanan

Jangka Waktu Penggunaan:
Obat ini hanya boleh digunakan untuk jangka pendek
"
76,Rhinos Neo,"
Nama Obat: Rhinos Neo

Kategori Penyakit:
pilek

Indikasi:
Meringankan hidung tersumbat karena pilek

Dosis:
2 x 0,4 ml larutan 0,8 ml, tiga kali sehari | atas petunjuk dokter

Efek Samping:
Insomnia | sakit kepala | eksitasi | tremor | takikardi | aritmia | palpitasi | kesulitan berkemih

Kontraindikasi:
Hindari penggunaan obat Rhinos Neo pada pasien | Peka terhadap obat simpatomimetik lain misalnya ephedrin, fenilpropanolamin, fenilefrin, penderita hipertensi berat | Diterapi obat antidepresan tipe penghambat MAO | Hipertensi berat atau dengan potensi untuk mengembangkan hipertensi atau stroke

Interaksi Obat:
Penggunaan Rhinos Neo bersama dengan obat antidepresan golongan MAOI dapat menyebabkan hipertensi | Beritahu dokter jika kamu sedang mengonsumsi suplemenobat kimia, atau produk herbal lain untuk menghindari risiko interaksi

Komposisi:
Pseudoephedrine HCI

Harga:
72000

Aturan Pemakaian:
sebelum atau sesudah makan

Jangka Waktu Penggunaan:
Obat ini hanya boleh digunakan untuk jangka pendek
"
77,Hufagripp Pilek,"
Nama Obat: Hufagripp Pilek

Kategori Penyakit:
pilek

Indikasi:
Untuk meringankan bersin-bersin dan hidung tersumbat karena pilek

Dosis:
3 x sehari 1/2 sendok takar 2,5 ml | 3 x sehari 1 sendok takar 5 ml | 3 x sehari 2 sendok takar 10 ml

Efek Samping:
Mengantuk | insomnia | eksitasi | takikardia | aritmia ventrikel | tremor | palpitasi | mulut kering | retensi urine dan gangguan saluran cerna

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita yang hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersamaan dengan anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Pseudoephedrine HCI | Chlorphenamine Maleate

Harga:
16000

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
konsumsi dalam jangka panjang akan berpengaruh ke tubuh
"
78,Bisolvon Tablet,"
Nama Obat: Bisolvon Tablet

Kategori Penyakit:
batuk

Indikasi:
BISOLVON bekerja sebagai mukolitik untuk meredakan batuk berdahak

Dosis:
3 x 1 tablet sehari | 3 x 1/2 tablet sehari | 2 x 1/2 tablet sehari

Efek Samping:
Reaksi sensitif kekebalan tubuh | Gangguan sistem pencernaan | Gangguan kulit seperti ruam | Gangguan pernapasan

Kontraindikasi:
BISOLVON tidak boleh digunakan oleh penderita yang hipersensitif terhadap bromheksin HCl atau komponen lain dalam formula | Pada kasus tertentu yang sifatnya jarang yaitu kondisi dimana terdapat ketidakcocokan dengan zat tambahan yang terkandung dalam produk obat tersebut penggunaan produk dikontraindikasikan

Interaksi Obat:
Tidak ada laporan interaksi klinis yang tidak menyenangkan dengan obat ini

Komposisi:
Bromheksin HCl

Harga:
3000 | 27000 | 269000

Aturan Pemakaian:
Berikan sesudah makan

Jangka Waktu Penggunaan:
Jangan menggunakan obat lebih dari 14 hari tanpa anjuran dari dokter
"
